 time, distance, cadence, velocity_smooth, altitude, grade_smooth
  566,   5794.3,       0,           15.22,    301.2,         -6.5
  567,   5809.4,       0,            15.3,      300,         -6.5
  568,   5824.5,       0,           15.34,    299.2,         -6.6
  569,   5839.8,       0,           15.32,    298.2,         -6.2
  570,   5855.1,       0,            15.3,    297.2,         -6.4
  571,   5870.9,       0,           15.32,    296.2,         -6.3
  572,   5886.9,       0,            15.5,    295.2,         -5.9
  573,     5903,       0,            15.7,    294.2,         -5.3
  574,   5919.1,       3,           15.86,    293.4,         -4.7
  575,   5935.3,       7,           16.04,    292.8,           -4
  576,   5951.3,      10,           16.08,    292.2,         -3.8
  577,   5967.2,      13,           16.06,    291.6,         -3.8
  578,     5983,      17,              16,      291,         -3.5
  579,   5998.5,      20,           15.88,    290.4,         -3.5
  580,     6014,      23,           15.74,      290,         -3.3
  581,   6029.3,      26,            15.6,    289.4,         -2.9
  582,   6044.5,      30,           15.46,      289,         -3.3
  583,   6059.9,      33,           15.38,    288.6,           -3
  584,     6075,      36,            15.3,      288,         -3.3
  585,   6089.8,      39,           15.16,    287.6,         -3.3
  586,   6104.6,      43,           15.06,      287,         -2.7
  587,   6119.8,      46,           15.06,    286.6,         -2.7
  588,   6134.5,      48,           14.92,    286.4,         -2.1
  589,   6148.7,      42,           14.74,      286,         -1.8
  590,   6162.4,      16,           14.52,    285.8,         -1.8
  591,     6176,       0,           14.28,    285.6,         -1.5
  592,   6189.3,       0,            13.9,    285.4,         -1.5
  593,   6202.5,       0,            13.6,    285.2,         -1.5
  594,   6215.5,       0,           13.36,      285,         -1.2
  595,   6228.4,       0,            13.2,    284.8,         -1.2
  596,   6241.1,       0,           13.02,    284.8,         -1.2
  597,   6253.6,       0,           12.86,    284.6,         -1.2
  598,   6266.1,       0,           12.72,    284.4,         -1.6
  599,   6278.6,      83,           12.62,    284.2,         -1.6
  600,   6291.3,      76,           12.58,      284,         -1.6
  601,     6304,      59,           12.58,    283.8,           -2
  602,   6316.6,      29,            12.6,    283.6,           -2
  603,     6329,       0,           12.58,    283.2,           -2
  604,   6341.7,       0,           12.62,      283,           -2
  605,   6354.4,      79,           12.62,    282.8,           -2
  606,   6367.2,      87,           12.64,    282.6,         -2.3
  607,   6379.9,      87,           12.66,    282.2,         -3.1
  608,   6392.8,      52,           12.76,    281.8,         -3.4
  609,   6406.1,      34,           12.88,    281.2,         -3.4
  610,   6419.7,      11,           13.06,    280.8,         -3.4
  611,   6433.1,       0,           13.18,    280.4,         -2.6
  612,   6446.5,       0,           13.32,      280,         -2.6
  613,     6460,       0,           13.44,    279.8,         -2.2
  614,   6473.4,       0,           13.46,    279.4,         -1.9
  615,   6486.7,       0,            13.4,    279.2,         -2.2
  616,   6500.1,      74,            13.4,      279,         -1.5
  617,   6513.5,      72,            13.4,    278.6,         -1.9
  618,   6526.9,      56,           13.38,    278.6,         -2.2
  619,   6540.4,      27,            13.4,    278.2,         -1.9
  620,   6553.6,       0,           13.38,    277.8,         -2.3
  621,   6566.8,       0,           13.34,    277.6,         -2.3
  622,     6580,       0,            13.3,    277.4,         -2.3
  623,   6593.1,       0,           13.24,      277,         -2.3
  624,   6606.3,       0,           13.18,    276.6,         -2.3
  625,   6619.7,      65,           13.22,    276.4,         -1.9
  626,   6633.3,      54,            13.3,    276.2,         -1.5
  627,   6646.9,      32,           13.38,      276,         -1.5
  628,   6660.3,      10,           13.44,    275.8,         -1.1
  629,   6673.6,       0,           13.46,    275.6,            0
  630,   6686.9,       0,           13.44,    275.6,         -0.4
  631,   6700.1,       0,           13.36,      276,         -0.4
  632,   6713.2,       0,           13.26,    275.6,         -1.1
  633,   6726.7,       0,           13.28,    275.4,         -2.7
  634,   6739.7,       0,           13.22,      275,         -2.3
  635,   6752.4,       0,            13.1,    274.6,         -2.4
  636,     6765,       0,           12.98,    274.4,           -2
  637,   6777.3,       0,           12.82,    274.2,         -2.1
  638,   6789.1,       0,           12.48,      274,         -2.5
  639,   6800.6,      59,           12.18,    273.6,         -3.3
  640,   6812.9,      43,            12.1,    273.2,           -4
  641,   6825.7,      19,           12.14,    272.6,         -4.8
  642,   6838.6,       0,           12.26,      272,         -4.8
  643,   6850.8,       0,           12.34,    271.2,         -4.8
  644,     6863,       0,           12.48,    270.8,         -4.5
  645,   6875.2,       0,           12.46,    270.2,         -3.7
  646,   6887.4,       0,           12.34,    269.8,         -3.7
  647,   6899.5,       0,           12.18,    269.4,         -3.4
  648,   6911.1,       0,           12.06,      269,         -3.6
  649,     6922,       0,            11.8,    268.6,         -3.4
  650,   6932.1,       0,           11.38,    268.2,         -3.6
  651,   6941.2,       0,           10.76,      268,         -3.3
  652,     6950,       0,            10.1,    267.6,         -2.8
  653,   6958.7,      34,            9.52,    267.4,         -3.4
  654,   6967.4,      61,            9.08,    267.2,         -2.8
  655,   6976.3,      71,            8.84,    266.8,         -2.8
  656,   6985.3,      82,            8.82,    266.6,         -2.8
  657,   6994.1,      85,            8.82,    266.4,         -2.2
  658,   7002.5,      76,            8.76,    266.2,         -2.2
  659,   7011.9,      43,             8.9,      266,         -2.1
  660,   7022.4,       9,            9.22,    265.8,         -1.5
  661,   7032.5,       0,            9.44,    265.6,           -1
  662,     7042,       0,            9.58,    265.6,         -0.6
  663,   7050.8,       0,            9.66,    265.6,            0
  664,   7058.7,      53,            9.36,    265.6,            0
  665,   7065.6,      40,            8.64,    265.6,            0
  666,   7071.9,      27,            7.88,    265.6,            0
  667,   7077.5,      63,             7.1,    265.6,          0.8
  668,   7082.9,      73,            6.42,    265.6,          0.8
  669,   7089.3,      85,            6.12,    265.8,          0.7
  670,     7097,      92,            6.28,    265.8,          0.6
  671,   7105.6,      86,            6.74,    265.8,          0.6
  672,   7115.1,      82,            7.52,    265.8,          0.5
  673,     7125,      86,            8.42,      266,            1
  674,   7135.3,      88,             9.2,      266,          1.5
  675,   7145.8,      82,            9.76,    266.2,            1
  676,   7155.9,      92,           10.06,    266.4,            1
  677,   7165.3,      93,           10.04,    266.4,            1
  678,   7173.9,      95,            9.78,    266.4,            1
  679,   7184.4,      94,            9.82,    266.6,          0.9
  680,     7198,      84,           10.44,    266.8,          1.2
  681,   7210.7,      85,           10.96,    266.8,          1.2
  682,   7223.1,      87,           11.56,      267,          1.2
  683,   7235.1,      95,           12.24,    267.2,          1.7
  684,   7246.8,      94,           12.48,    267.4,          1.8
  685,   7257.6,      93,           11.92,    267.6,          1.4
  686,   7268.3,      86,           11.52,    267.8,          1.4
  687,   7278.8,      81,           11.14,    267.8,          1.4
  688,   7289.2,      84,           10.82,      268,          1.5
  689,   7299.3,      81,            10.5,    268.2,          2.5
  690,   7309.4,      70,           10.36,    268.4,            2
  691,   7319.4,      54,           10.22,    268.8,          2.6
  692,   7329.1,      52,           10.06,    268.8,          2.7
  693,   7338.1,      66,            9.78,    269.2,          2.2
  694,   7346.8,      85,             9.5,    269.4,          2.9
  695,   7355.4,      87,             9.2,    269.6,          2.4
  696,   7363.8,      91,            8.88,    269.8,          2.4
  697,   7372.1,      91,             8.6,      270,          1.8
  698,   7380.6,      90,             8.5,    270.2,          1.7
  699,   7389.3,      85,             8.5,    270.2,          1.7
  700,   7398.1,      86,            8.54,    270.4,          1.7
  701,     7407,      86,            8.64,    270.6,          2.3
  702,   7415.8,      85,            8.74,    270.8,          1.7
  703,   7424.4,      84,            8.76,      271,          1.7
  704,     7433,      80,            8.74,      271,          1.2
  705,   7441.6,      78,             8.7,    271.2,          1.2
  706,   7449.9,      78,            8.58,    271.2,          1.2
  707,   7458.3,      82,             8.5,    271.4,          0.6
  708,   7466.7,      82,            8.46,    271.4,          0.6
  709,   7475.2,      83,            8.44,    271.4,          0.6
  710,   7483.7,      83,            8.42,    271.4,          0.6
  711,   7492.2,      83,            8.46,    271.6,          1.2
  712,   7500.9,      85,            8.52,    271.6,          1.2
  713,   7509.5,      85,            8.56,    271.8,          0.6
  714,   7518.2,      85,             8.6,    271.8,          1.1
  715,     7527,      88,            8.66,    271.8,          0.6
